33.6894754264,-117.543308253
37.4321088904,-121.485029632
39.4378908349,-120.938978486
39.3635186767,-119.400334708
33.1913581092,-116.448242643
33.8343543748,-117.330000857
37.3803954321,-121.840756755
34.1841062345,-117.9435329
32.2850556785,-111.819583734
45.2400522984,-122.377467861
37.9248961741,-122.206868167
38.1653163975,-122.151608378
33.323126641,-116.472234745
33.1774985363,-116.889226299
32.2083493316,-111.434102713
34.0487620041,-111.928871717
37.9031053656,-121.561451342
36.032967794,-118.970108886
45.0400810371,-117.858004521
35.2338863976,-114.3057523
32.820298768,-110.862165369
34.2182170502,-118.121882092
38.0180756036,-120.067860245
34.1259993213,-117.914150198
32.8247811394,-116.870394352
45.326414382,-117.807811103
39.4708861702,-119.659926097
39.5370541885,-114.751908093
39.0791659375,-119.529051299
33.8514465953,-117.787423338
33.4467594034,-111.365326922
33.7276654194,-112.044475377
34.5711112129,-117.805608832
39.2835955569,-120.446478594
38.321594293,-121.884522218
36.3472645899,-114.949740394
36.6088903774,-120.67678589
40.2232894619,-122.294356469
34.1278954572,-108.968159528
33.4223238323,-111.370128941
37.4129794023,-121.919356778
33.7233833516,-108.933614586
40.2119405509,-122.201021267
36.3978197385,-114.956727658
34.02904542,-117.739590661
35.2928456657,-115.525340633
34.4685239698,-118.081695825
34.1635213649,-117.750943808
38.2747465007,-122.087438708
37.4824966583,-121.67978489
39.5518933338,-120.601508516
36.0013822572,-114.749122722
38.4999640872,-121.189079518
32.9542383323,-110.731745119
39.4293140645,-114.693536733
37.0254109268,-119.240917722
38.5905426543,-121.300721373
35.3937382601,-117.93428331
37.5468373555,-121.473364695
34.4268703251,-118.031801951
36.1801495815,-118.985663912
36.1727318758,-114.486538046
45.7760144565,-123.141662899
31.9916392583,-111.523046217
34.2369012075,-117.883485768
38.7843544062,-121.121465823
37.3366672651,-121.436487356
33.353181656,-111.293961774
34.1418905967,-109.000845325
35.4576793915,-117.559007747
32.9874854747,-116.807989947
34.2508654609,-117.529407672
35.3354336859,-117.740017566
33.8500831785,-118.030198442
38.1315575731,-122.237651221
36.4500627638,-114.926154819
38.0919731933,-119.949163699
34.2914808134,-119.736186188
35.2812286393,-115.699670961
36.4128231573,-114.48187235
38.1098647629,-121.880104334
37.4978922559,-121.409401607
34.0652594317,-117.9149514
34.5558698451,-116.220018953
33.5304539089,-111.903286108
39.4507797068,-119.575092418
38.1556360238,-120.903684962
38.6320164467,-122.352245642
36.2185861984,-120.939076345
33.9757909703,-112.012225887
34.0320289263,-117.717206921
42.2611512437,-124.036853462
38.2220864252,-122.264778058
42.8000832683,-122.325401679
41.2970283807,-117.168180133
35.6710185758,-120.20501395
